Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Manufacturing Site,First Line Designation,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),scheduled_year,scheduled_month,scheduled_quarter,delay_days,delayed
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,255001,2106308.26,60779.0,30936.1,2014,2,1,-18,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,5923,55083.9,365.0,3481.29,2014,3,1,-20,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,25000,168250.0,,,2014,6,2,0,0
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,2723,18325.79,,,2014,5,2,-11,0
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,777,15912.96,,,2014,5,2,-11,0
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",No,630,1171.8,,,2014,5,2,-11,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Micro labs, Verna, Goa, India",Yes,1209,2696.07,609.0,3526.69,2014,3,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",No,13000,18590.0,,,2014,3,1,-2,0
South Sudan,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",No,1702,11454.46,,,2014,3,1,-10,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,48,446.4,,,2014,3,1,3,1
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,803,5018.75,,,2014,3,1,3,1
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Hetero, Jadcherla, unit 5, IN",No,25000,83250.0,,,2014,3,1,-6,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,3757,25284.61,,,2014,4,2,-2,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,33086,664036.02,5065.0,2352.52,2014,5,2,-8,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,26000,122200.0,,,2014,4,2,-16,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,15826,299111.4,3814.0,29674.92,2014,4,2,2,1
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,74,688.2,,,2014,6,2,-77,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,210,468.3,,,2014,6,2,-77,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,3300,12474.0,259.0,1008.9,2014,4,2,-5,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,52200,562716.0,,,2014,4,2,-5,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,30,251.4,11.0,871.8,2014,5,2,-10,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Ranbaxy per Shasun Pharma,No,29440,136601.6,,,2014,5,2,13,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,3291,44494.32,,,2014,4,2,10,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,3709,50145.68,,,2014,4,2,10,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,75235,610155.85,9080.0,34551.83,2014,4,2,-8,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Strides, Bangalore, India.",Yes,2581,9678.75,110.0,1955.22,2014,4,2,12,1
Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,61123,658905.94,8281.0,14311.0,2014,6,2,-30,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,54000,1020600.0,11971.0,44448.75,2014,6,2,-45,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",Yes,225000,2425500.0,37973.0,15873.95,2014,5,2,0,0
Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,30666,67771.86,1878.0,11085.83,2014,5,2,34,1
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,92125,608025.0,7982.0,45180.63,2014,6,2,-52,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Pediatric,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,10534,97966.2,2.0,45180.62,2014,6,2,-52,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,1031,20321.01,298.0,4353.04,2014,6,2,-27,0
Burundi,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,573,1839.33,,,2014,6,2,-12,0
Zambia,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",Yes,6778,8811.4,1358.0,3150.3,2014,6,2,1,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,30000,96300.0,,,2014,7,3,-6,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,2555,34543.6,227.0,227.19,2014,7,3,9,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,20340,65291.4,1242.0,9384.0,2014,7,3,67,1
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,14758,278926.2,3030.0,2994.62,2014,6,2,-6,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",No,28464,37003.2,,,2014,7,3,56,1
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",Yes,153560,721732.0,18528.0,31514.85,2014,9,3,-102,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,44716,101058.16,5925.0,13770.65,2014,7,3,-19,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,301,0.0,,,2014,8,3,18,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Cipla, Goa, India",No,8283,26588.43,,,2014,12,4,-62,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,800,3024.0,64.0,166.96,2014,9,3,-25,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,108650,348766.5,9741.0,9360.14,2014,8,3,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,48253,105191.54,,,2014,9,3,-93,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,26700,66483.0,1307.0,1482.7,2014,8,3,68,1
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,100000,652000.0,8528.0,8635.96,2014,7,3,-6,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,39132,86481.72,2426.0,2413.89,2014,8,3,-36,0
South Sudan,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Patalganga, India",No,3274,18432.62,,,2014,9,3,0,0
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,1540,5821.2,,,2014,8,3,42,1
Rwanda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Strides, Bangalore, India.",Yes,2274,8527.5,100.0,1511.4,2014,7,3,2,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,6600,21186.0,,,2014,8,3,60,1
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,20000,74600.0,3431.0,19379.94,2014,8,3,31,1
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,32905,648557.55,5111.0,10944.73,2014,8,3,4,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,74930,607682.3,9100.0,6507.33,2014,8,3,57,1
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Cipla, Goa, India",Yes,1090,2289.0,408.0,5580.44,2014,9,3,24,1
Rwanda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Cipla, Goa, India",Yes,2125,4462.5,796.0,5603.78,2014,9,3,4,1
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,2651,14421.44,155.0,3028.36,2014,11,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,45520,369167.2,,,2014,9,3,-27,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",Yes,4000,8600.0,474.0,1332.7,2014,10,4,-36,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,7977,90618.72,,,2014,10,4,-1,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Ranbaxy per Shasun Pharma,Yes,11536,54219.2,1046.0,1157.78,2014,9,3,2,1
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",Yes,10000,13000.0,3731.0,4329.61,2014,11,4,-68,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,100,838.0,44.0,863.24,2014,9,3,31,1
Burundi,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,2532,16711.2,,,2014,10,4,-16,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",Yes,15000,29850.0,1037.0,891.65,2014,11,4,-25,0
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,5850,12753.0,,,2015,4,2,0,0
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Cipla, Goa, India",No,714,1499.4,,,2015,1,1,19,1
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",No,100000,811000.0,,,2014,11,4,-31,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,12783,151989.87,1371.0,7585.82,2015,1,1,-7,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Patalganga, India",Yes,137,697.33,2014.0,7726.12,2014,11,4,4,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,64445,206868.45,5678.0,20052.11,2014,11,4,4,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,126840,853633.2,11283.0,42947.44,2015,1,1,-42,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,380,1436.4,,,2015,3,1,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,13642,264381.96,,,2015,3,1,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,45000,485100.0,5083.0,6948.04,2015,1,1,-25,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,No,3663,69230.7,,,2015,2,1,-23,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,33147,218770.2,32.0,5798.14,2015,1,1,-32,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,320300,2472716.0,87076.0,194623.44,2015,1,1,-32,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,4236,15037.8,,,2015,2,1,-28,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,132000,871200.0,10615.0,22520.71,2015,1,1,20,1
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Kurkumbh, India",Yes,4,18.44,34119.0,69737.0,2015,1,1,-16,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",Yes,6000,11940.0,404.0,2055.25,2015,2,1,-17,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",Yes,19389,38778.0,1293.0,4916.0,2015,2,1,24,1
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,3194,24657.68,23220.0,51645.79,2015,2,1,-23,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,11607,219372.3,2653.0,14056.46,2015,2,1,7,1
Burundi,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,9360,89856.0,,,2015,2,1,1,1
Rwanda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Mylan,  H-12 & H-13, India",Yes,1700,3315.0,268.0,1061.37,2015,3,1,-11,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,51431,335330.12,19196.0,43055.82,2015,3,1,8,1
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,108856,339630.72,6431.0,43219.06,2015,5,2,10,1
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,200000,1920000.0,,,2015,4,2,-43,0
"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,140,956.2,139.0,973.2,2015,6,2,-22,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Kurkumbh, India",Yes,13549,62189.91,1354.0,,2015,4,2,-8,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,912,3283.2,71.0,134.0,2015,6,2,-76,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,100000,960000.0,,,2015,6,2,-11,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,36971,241050.92,,,2015,6,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,25526,166429.52,,,2015,6,2,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,13660,49176.0,849.0,1871.34,2015,6,2,-62,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,7500,26625.0,,,2015,5,2,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,121000,1161600.0,35884.0,68103.71,2015,6,2,-28,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,170780,1639488.0,,,2015,6,2,-28,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Patalganga, India",Yes,14476,57180.2,839.0,8402.24,2015,7,3,-6,0
Cameroon,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,3101,28839.3,195.0,4257.91,2015,7,3,-18,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Mylan,  H-12 & H-13, India",No,2741,5454.59,,,2015,7,3,-16,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",No,9262,18431.38,,,2015,7,3,-16,0
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",No,5126,9841.92,,,2015,7,3,-8,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,No,221000,481780.0,,,2015,8,3,10,1
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",No,89575,195273.5,,,2015,8,3,10,1
Uganda,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,No,8452,157545.28,,,2015,8,3,-6,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,6258,40802.16,,,2015,8,3,11,1
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Cipla Ltd A-42 MIDC Mahar. IN,Yes,134500,1343655.0,18177.0,,2015,10,4,-63,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,45,109.8,,,2009,8,3,-27,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,100,290.0,,,2009,10,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,63,153.72,,,2009,10,4,-10,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,28,210.84,,,2009,10,4,-10,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,3000,8700.0,,,2009,10,4,5,1
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,398,971.12,,,2009,11,4,-31,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,41336,362103.36,,,2009,12,4,-26,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,4000,85680.0,,,2009,12,4,1,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",Yes,4464,8570.88,1655.0,1211.48,2009,12,4,-2,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",No,4704,9031.68,,,2009,11,4,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,3444,7714.56,200.0,1211.48,2009,12,4,1,1
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,50000,122000.0,2390.0,,2009,11,4,-4,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,5000,28900.0,907.0,9044.65,2009,11,4,2,1
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,755,16172.1,75.0,11637.64,2009,12,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,168,971.04,15.0,11637.64,2009,12,4,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,572,1281.28,33.0,1062.95,2009,12,4,-4,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,2000,20000.0,168.0,2990.92,2010,2,1,-31,0
